TransactionID,ProductID,Timestamp,Quantity,CustomerID,Region
TXN-20376,PROD-102,2026-02-01 08:00:00,11,CUST-1017,East
TXN-20377,PROD-162,2026-02-01 10:00:00,12,CUST-1369,South
TXN-20378,PROD-40,2026-02-01 12:00:00,12,CUST-1264,South
TXN-20379,PROD-185,2026-02-01 14:00:00,10,CUST-1210,East
TXN-20380,PROD-86,2026-02-01 16:00:00,8,CUST-1383,South
TXN-20381,PROD-155,2026-02-01 18:00:00,2,CUST-1571,East
TXN-20382,PROD-199,2026-02-01 20:00:00,13,CUST-1116,North
TXN-20383,PROD-60,2026-02-01 22:00:00,13,CUST-1621,West
TXN-20384,PROD-70,2026-02-02 00:00:00,10,CUST-1673,South
TXN-20385,PROD-61,2026-02-02 02:00:00,12,CUST-1419,South
TXN-20386,PROD-10,2026-02-02 04:00:00,6,CUST-1241,South
TXN-20387,PROD-120,2026-02-02 06:00:00,1,CUST-1882,North
TXN-20388,PROD-48,2026-02-02 08:00:00,9,CUST-1113,North
TXN-20389,PROD-147,2026-02-02 10:00:00,7,CUST-1846,South
TXN-20390,PROD-48,2026-02-02 12:00:00,8,CUST-1980,South
TXN-20391,PROD-130,2026-02-02 14:00:00,12,CUST-1248,East
TXN-20392,PROD-155,2026-02-02 16:00:00,14,CUST-1598,East
TXN-20393,PROD-5,2026-02-02 18:00:00,13,CUST-1979,South
TXN-20394,PROD-23,2026-02-02 20:00:00,3,CUST-1461,South
TXN-20395,PROD-196,2026-02-02 22:00:00,1,CUST-1658,West
TXN-20396,PROD-186,2026-02-03 00:00:00,11,CUST-1189,East
TXN-20397,PROD-128,2026-02-03 02:00:00,2,CUST-1133,West
TXN-20398,PROD-29,2026-02-03 04:00:00,2,CUST-1659,East
TXN-20399,PROD-106,2026-02-03 06:00:00,2,CUST-1155,East
TXN-20400,PROD-171,2026-02-03 08:00:00,6,CUST-1344,North
TXN-20401,PROD-99,2026-02-03 10:00:00,14,CUST-1654,East
TXN-20402,PROD-6,2026-02-03 12:00:00,14,CUST-1502,South
TXN-20403,PROD-86,2026-02-03 14:00:00,8,CUST-1056,West
TXN-20404,PROD-12,2026-02-03 16:00:00,1,CUST-1575,West
TXN-20405,PROD-156,2026-02-03 18:00:00,13,CUST-1825,North
TXN-20406,PROD-199,2026-02-03 20:00:00,1,CUST-1057,West
TXN-20407,PROD-70,2026-02-03 22:00:00,6,CUST-1017,East
TXN-20408,PROD-119,2026-02-04 00:00:00,13,CUST-1831,West
TXN-20409,PROD-146,2026-02-04 02:00:00,4,CUST-1187,North
TXN-20410,PROD-110,2026-02-04 04:00:00,13,CUST-1842,East
TXN-20411,PROD-7,2026-02-04 06:00:00,10,CUST-1073,West
TXN-20412,PROD-118,2026-02-04 08:00:00,1,CUST-1848,North
TXN-20413,PROD-116,2026-02-04 10:00:00,11,CUST-1279,South
TXN-20414,PROD-43,2026-02-04 12:00:00,4,CUST-1435,East
TXN-20415,PROD-81,2026-02-04 14:00:00,3,CUST-1424,North
TXN-20416,PROD-188,2026-02-04 16:00:00,11,CUST-1839,West
TXN-20417,PROD-190,2026-02-04 18:00:00,3,CUST-1374,East
TXN-20418,PROD-57,2026-02-04 20:00:00,6,CUST-1330,North
TXN-20419,PROD-76,2026-02-04 22:00:00,8,CUST-1922,South
TXN-20420,PROD-41,2026-02-05 00:00:00,4,CUST-1237,South
TXN-20421,PROD-131,2026-02-05 02:00:00,7,CUST-1620,South
TXN-20422,PROD-184,2026-02-05 04:00:00,6,CUST-1001,West
TXN-20423,PROD-77,2026-02-05 06:00:00,14,CUST-1759,North
TXN-20424,PROD-43,2026-02-05 08:00:00,13,CUST-1795,West
TXN-20425,PROD-79,2026-02-05 10:00:00,4,CUST-1610,South
TXN-20426,PROD-12,2026-02-05 12:00:00,2,CUST-1981,North
TXN-20427,PROD-152,2026-02-05 14:00:00,5,CUST-1088,West
TXN-20428,PROD-136,2026-02-05 16:00:00,3,CUST-1180,East
TXN-20429,PROD-102,2026-02-05 18:00:00,12,CUST-1101,West
TXN-20430,PROD-147,2026-02-05 20:00:00,8,CUST-1625,East
TXN-20431,PROD-2,2026-02-05 22:00:00,2,CUST-1916,West
TXN-20432,PROD-59,2026-02-06 00:00:00,1,CUST-1654,West
TXN-20433,PROD-63,2026-02-06 02:00:00,3,CUST-1850,South
TXN-20434,PROD-187,2026-02-06 04:00:00,9,CUST-1471,West
TXN-20435,PROD-66,2026-02-06 06:00:00,1,CUST-1379,West
TXN-20436,PROD-162,2026-02-06 08:00:00,5,CUST-1347,West
TXN-20437,PROD-132,2026-02-06 10:00:00,6,CUST-1573,West
TXN-20438,PROD-73,2026-02-06 12:00:00,1,CUST-1357,North
TXN-20439,PROD-128,2026-02-06 14:00:00,4,CUST-1099,East
TXN-20440,PROD-159,2026-02-06 16:00:00,10,CUST-1970,East
TXN-20441,PROD-48,2026-02-06 18:00:00,11,CUST-1196,West
TXN-20442,PROD-7,2026-02-06 20:00:00,5,CUST-1639,East
TXN-20443,PROD-24,2026-02-06 22:00:00,10,CUST-1353,West
TXN-20444,PROD-89,2026-02-07 00:00:00,13,CUST-1883,North
TXN-20445,PROD-119,2026-02-07 02:00:00,1,CUST-1686,North
TXN-20446,PROD-153,2026-02-07 04:00:00,10,CUST-1351,East
TXN-20447,PROD-20,2026-02-07 06:00:00,9,CUST-1061,East
TXN-20448,PROD-108,2026-02-07 08:00:00,14,CUST-1869,West
TXN-20449,PROD-193,2026-02-07 10:00:00,8,CUST-1875,North
